transaction_id,user_id,timestamp,amount,merchant,is_fraud
c7f47fdd-d8d2-4edf-8a00-4deea1ff2c54,user_4,2024-01-03T03:00:00,139.63,Target,0
f1c4a681-fdcc-49d8-bd51-260b677b5acf,user_18,2024-01-08T10:00:00,102.34,Walmart,0
1429c0df-fb3c-403f-bcda-94bb730f8053,user_17,2024-02-21T08:00:00,141.46,Netflix,0
5da27c45-1afa-43cf-81aa-d4b10a95b3d5,user_9,2024-03-10T01:00:00,40.09,Starbucks,0
a48733fb-04d9-401f-8962-dce1b6861b14,user_11,2024-01-09T17:00:00,299.91,Amazon,0
530d9087-da04-405d-9618-c7c6bd6a0e4c,user_18,2024-01-11T15:00:00,255.91,PayPal,0
d4176859-c120-4b9f-b020-a6e5c58a50dc,user_20,2024-03-16T13:00:00,3823.19,Unknown Merchant,1
d91199a0-8ba7-44ad-954d-1429ecad82e4,user_10,2024-01-07T19:00:00,66.62,Shell Gas,0
fb6074f5-c00b-4a4b-95fe-1d32c94f7b7e,user_12,2024-01-18T21:00:00,197.01,Walmart,0
e8055b9b-d6cf-4f83-99f2-3fe2454aeef5,user_6,2024-02-15T13:00:00,131.09,ATM Withdrawal,0
bebb3e42-bcec-4982-b78c-8d3a33816c5f,user_18,2024-01-19T17:00:00,451.37,Amazon,0
4f283433-e1f5-4d75-830f-b7cb0f4e980d,user_2,2024-03-09T16:00:00,63.7,Netflix,0
c133dead-a4eb-419f-bf6a-92193396787d,user_19,2024-03-15T18:00:00,131.61,Unknown Merchant,0
089f40e8-fba6-4889-8041-e47bc213508a,user_15,2024-01-13T04:00:00,58.66,PayPal,0
8444f9e6-86cb-47cf-8a51-4c29faeb0280,user_19,2024-02-06T13:00:00,223.42,Netflix,0
020d3082-67dc-4f6e-8e56-9665eb883d8d,user_5,2024-02-13T11:00:00,86.8,Walmart,0
569a2649-0f8b-4952-896d-330f87a9bfe5,user_6,2024-03-08T14:00:00,166.29,ATM Withdrawal,0
095f59bb-f2bb-43c4-a5ec-536ed6a8c8da,user_15,2024-02-15T03:00:00,41.95,Amazon,0
4f9fcedd-e014-4b1f-a1c8-91046eeaa5a0,user_4,2024-02-28T04:00:00,157.38,Starbucks,0
4a0f5ce1-66cd-49b4-9995-f9e2c8ecc450,user_15,2024-01-01T06:00:00,46.98,Target,0
867ab7f5-0405-4c74-a0b7-8d106b02c134,user_4,2024-03-15T06:00:00,266.7,PayPal,0
7039dae3-3bde-49e0-a44f-42fb1b307d9a,user_5,2024-02-01T21:00:00,196.79,PayPal,0
da9b4d06-a0a1-4d6e-a86d-4812423c618d,user_20,2024-01-28T15:00:00,88.45,Shell Gas,0
6224bfef-3cf3-4ee3-9570-bfe0066304d4,user_10,2024-01-21T10:00:00,88.18,PayPal,0
46f80bd6-09bb-4df9-acb5-28275ede8f0d,user_5,2024-02-26T07:00:00,83.48,Starbucks,0
6940988f-4234-46d7-853a-8fed9d9049bb,user_20,2024-02-06T02:00:00,278.56,Starbucks,0
d580223d-1254-4c60-a28c-bdc83ab11278,user_12,2024-02-07T09:00:00,244.66,Netflix,0
d02a7183-fb4d-42f5-9a50-5fd8d2b4e15c,user_11,2024-01-02T19:00:00,7662.73,Unknown Merchant,1
5b902593-6f80-4a9b-9e1b-d9b5804a4f66,user_2,2024-01-20T12:00:00,55.76,Starbucks,0
c2c95665-412a-4a86-a75f-a85f028c0573,user_7,2024-02-16T00:00:00,108.3,Unknown Merchant,0
9bd03d9e-99e4-4467-a5d1-e74600072f67,user_7,2024-01-09T01:00:00,34.05,ATM Withdrawal,0
020067c1-b37f-47ba-86be-119f809f7f59,user_2,2024-02-27T11:00:00,163.24,Amazon,0
109d0a37-67ea-4b56-a328-5a3864b9240e,user_11,2024-03-09T07:00:00,174.28,Netflix,0
19fcd1a5-1017-48e0-a90e-87a923764d35,user_5,2024-02-06T00:00:00,40.11,Walmart,0
90f83e88-7fb7-471c-a3ca-dab82b44be9a,user_18,2024-01-09T08:00:00,36.95,Netflix,0
938d75dd-40d2-4e0f-801d-ff55fcff7e2e,user_2,2024-01-15T01:00:00,20.24,Unknown Merchant,0
4c15d0eb-c317-4fb5-8609-1cf5bb7b3f64,user_18,2024-02-26T11:00:00,128.34,Starbucks,0
b9212865-5503-4f9c-bef7-9722a415a98e,user_2,2024-02-19T10:00:00,127.04,Shell Gas,0
1d8c9d60-2f43-4aac-a5f6-e77e76ea1036,user_19,2024-02-10T16:00:00,92.44,Target,0
8344b469-e2f0-4949-a7b1-f9dbe4c36d03,user_17,2024-01-07T20:00:00,9.38,Apple Store,0
759f89b3-5c20-4e9c-b5b4-ba53ec1409b3,user_20,2024-01-04T09:00:00,119.36,Apple Store,0
bbd33b71-ce7e-4ade-a562-f375ce97d7df,user_11,2024-03-20T18:00:00,33.31,Shell Gas,0
68d018af-b914-4ba7-b0fa-d40108f5f589,user_13,2024-01-12T04:00:00,126.04,Shell Gas,0
d79aacd1-8146-4bf7-9ffd-6fd3b9d3ce5e,user_3,2024-01-01T19:00:00,52.68,Shell Gas,0
83f94c37-24a6-41d3-9fb1-85fc0fa3d0cf,user_8,2024-02-01T12:00:00,53.24,PayPal,0
dfb9e934-c491-438d-9913-03b025030b3b,user_20,2024-03-09T20:00:00,167.53,Walmart,0
150e4b20-1f41-48eb-bda3-db2231bd21e5,user_5,2024-01-23T13:00:00,99.52,Apple Store,0
0ff14484-ab2d-4b5b-8bfe-67a94fd6eed9,user_11,2024-01-18T08:00:00,517.74,PayPal,0
5d52b927-b49c-4843-bfad-4f894ddfb00a,user_2,2024-01-08T21:00:00,8168.95,Unknown Merchant,1
33a8bf66-3be9-4e55-bfd9-b980db716ddb,user_9,2024-01-14T18:00:00,188.38,ATM Withdrawal,0
23c2051c-cfe4-440f-81f6-6ac358f20c71,user_4,2024-01-07T10:00:00,60.27,ATM Withdrawal,0
0971f5de-d164-4ab9-9c3f-1112e6055326,user_10,2024-02-01T02:00:00,52.97,Walmart,0
5658a8a0-0f6f-452a-8216-eca34f4947b1,user_18,2024-03-16T10:00:00,58.47,Target,0
5380ba4d-c731-43f6-ac57-8acee451d5ce,user_1,2024-01-16T07:00:00,146.37,ATM Withdrawal,0
87f465e4-e537-48fc-8964-908f27bcb45b,user_8,2024-01-23T18:00:00,18.81,ATM Withdrawal,0
4d377f2b-14ec-4054-866c-b70e73fdfa00,user_16,2024-01-19T23:00:00,28.51,Netflix,0
7bc5d862-f1be-4a02-a662-f957aed7652b,user_7,2024-02-04T00:00:00,15.84,Starbucks,0
1cc318f4-fd0b-4c0f-a632-b6da762e8ee3,user_17,2024-02-04T02:00:00,435.24,Shell Gas,0
ce2ba03c-a9ba-4c4a-8654-ad592bbbf65a,user_4,2024-03-15T20:00:00,213.62,Walmart,0
32e1fd79-9b9d-41ca-b6bf-3d7636ec10e2,user_12,2024-03-03T04:00:00,180.81,PayPal,0
106ef20a-fe6a-477a-879b-98b2340264c4,user_19,2024-01-17T05:00:00,28.33,Amazon,0
db8398b6-f2ee-43ca-adbe-0cd591e1550b,user_18,2024-02-28T14:00:00,289.17,Netflix,0
4d2d376d-1fc2-492b-ac15-e9c21a9de7f3,user_3,2024-03-21T23:00:00,126.03,Shell Gas,0
db403708-7df0-4a39-b526-dc22eeee88bd,user_4,2024-03-02T10:00:00,274.22,ATM Withdrawal,0
93b86b59-4974-4123-9279-e1b88de700b7,user_10,2024-02-17T07:00:00,37.24,ATM Withdrawal,0
add5fcbe-fc96-4217-82df-abbc91df1def,user_6,2024-02-22T12:00:00,105.6,Amazon,0
2e29200a-0ed8-4530-a222-ca5abeb537a7,user_7,2024-02-06T16:00:00,243.97,Shell Gas,0
cb7447dd-2bca-4c9d-b6d0-06cca02214c8,user_15,2024-02-27T15:00:00,42.7,Target,0
610fca73-e108-423f-9073-46c6019fac01,user_10,2024-02-13T23:00:00,162.49,Walmart,0
5a561cc6-43d3-43c6-8340-fc61ee2b87c8,user_8,2024-02-27T09:00:00,3958.74,Unknown Merchant,1
93169aa8-3f6a-4dd3-9b21-cb7fa9c9f8b6,user_16,2024-02-22T03:00:00,65.55,Netflix,0
a57d38cb-a18c-46a8-b631-8492d5a706dd,user_13,2024-02-12T04:00:00,76.59,Amazon,0
e95b2dd3-12e7-476b-9785-15e5e30e7e60,user_4,2024-03-07T10:00:00,79.47,PayPal,0
ce53f777-7f7d-4b19-9e29-b7e7f98039e3,user_18,2024-01-22T06:00:00,35.16,PayPal,0
4e757574-ad9a-4ad8-a395-40b973bc4d44,user_20,2024-01-28T01:00:00,156.14,PayPal,0
818e53f0-2e6f-4563-872f-335afe457509,user_18,2024-02-08T01:00:00,85.89,Netflix,0
08b47e37-95d0-42ae-aa97-c79105d4e8fe,user_9,2024-03-06T08:00:00,188.56,Netflix,0
8e1ced43-4073-4b8d-aca2-7013b65c455f,user_3,2024-03-01T21:00:00,60.11,Shell Gas,0
0332e094-ee46-4f92-9f31-a83f8bd34e67,user_3,2024-01-12T19:00:00,41.4,Target,0
7ea41293-a63e-4143-9874-9ab16b59a784,user_3,2024-02-05T09:00:00,68.22,ATM Withdrawal,0
abee7cf1-4244-486d-aaa7-21cf4143952a,user_14,2024-02-03T05:00:00,342.36,Amazon,0
f5fa3c02-1d1f-47de-ace6-0d70cf092698,user_19,2024-02-02T11:00:00,51.84,Starbucks,0
39eaa729-909f-427d-9b6c-c48a05dd5144,user_14,2024-02-15T22:00:00,190.27,Apple Store,0
de2a5917-13c0-4d9e-bc5c-71a70e4b72e5,user_16,2024-01-19T17:00:00,49.11,ATM Withdrawal,0
3b8f656a-e56a-406a-bcb8-acdacf5996a5,user_13,2024-03-02T19:00:00,37.97,Target,0
48367bc1-13ed-4377-b77d-c651dac37e67,user_18,2024-01-03T07:00:00,353.7,Amazon,0
fbb9c796-eaa1-4004-ba88-fe716b5bcab3,user_14,2024-01-12T13:00:00,166.55,Starbucks,0
ca14cb7f-ffaa-482e-aeca-4c02161b8a32,user_7,2024-02-08T19:00:00,33.27,ATM Withdrawal,0
0bcdb002-904c-48d8-9b0a-cdda020fe5f3,user_14,2024-01-22T12:00:00,214.38,PayPal,0
303d755c-d3ff-4d1e-996f-c36016e66ea1,user_12,2024-01-20T03:00:00,230.89,Amazon,0
8b4b757c-a68e-46cb-acfc-fad762dfb8b5,user_8,2024-01-18T00:00:00,307.81,Netflix,0
4386505e-33c5-4e0c-b0f4-df5942902c5a,user_4,2024-02-18T03:00:00,283.92,Starbucks,0
e1f717f2-07f4-4a67-82e1-9f2a1e6278e1,user_6,2024-02-21T16:00:00,161.4,Walmart,0
e5d3edcd-172c-4a4c-938e-8e46b019dc2e,user_6,2024-03-23T07:00:00,48.64,Starbucks,0
2fb32971-5747-4934-9b2d-cd44552cc1a9,user_13,2024-02-03T20:00:00,189.81,Netflix,0
4d61b8e2-d794-464a-8741-05444f6710a4,user_10,2024-03-13T13:00:00,330.41,Apple Store,0
3cbc49aa-5597-4cd9-8701-619b0d088fe4,user_12,2024-02-15T11:00:00,77.0,PayPal,0
32956a53-d260-4c13-b64d-ff4eeaa3447f,user_1,2024-03-13T11:00:00,72.59,ATM Withdrawal,0
9007ca06-fca5-481a-9888-6bfcea1eba25,user_15,2024-03-01T08:00:00,50.5,PayPal,0
f2fa9a7b-a215-4ce9-bc01-b2d68805616e,user_9,2024-02-22T13:00:00,224.95,Unknown Merchant,0
608810a5-c011-4494-b953-b9fb33ef1662,user_19,2024-01-23T21:00:00,65.16,Walmart,0
403e4308-7fb3-45a6-8297-f8f7e4ebcb16,user_15,2024-01-21T19:00:00,200.17,ATM Withdrawal,0
76ad2f22-33f0-4c11-a130-e9f63bbc44ff,user_16,2024-03-13T14:00:00,56.34,Shell Gas,0
1eea2160-225f-4765-b697-51fd640563a2,user_11,2024-01-24T20:00:00,516.34,Starbucks,0
91c1bb60-9c5e-4558-8d51-db77f4e677cc,user_17,2024-03-21T21:00:00,51.48,ATM Withdrawal,0
ee5580fe-ff6e-4b03-ab47-1786f254701d,user_8,2024-02-28T22:00:00,80.33,Unknown Merchant,0
ebf3409f-d6a4-40cc-9734-fa6f9a328e43,user_3,2024-01-26T02:00:00,26.06,Starbucks,0
5cfa6358-2c21-4682-b535-5ddfa1f1f382,user_12,2024-02-10T09:00:00,100.67,PayPal,0
3139e184-d8b5-407e-885f-84240792cff8,user_15,2024-01-24T02:00:00,63.76,Netflix,0
3ea5ac9e-7fff-45a3-82dc-5eb0e711ddc1,user_18,2024-03-22T03:00:00,139.99,Netflix,0
b460b2d7-68e2-42ba-ab82-5355a603272d,user_9,2024-03-02T19:00:00,150.32,Apple Store,0
bf3aea0a-9e33-4d8b-a55a-3906872d6eca,user_4,2024-03-12T01:00:00,52.28,Target,0
4c8ade91-38c0-4089-82b6-a6b098ec0da6,user_18,2024-01-11T19:00:00,114.67,Target,0
9e767d23-0022-45d1-9d0b-fd205b12ab5f,user_16,2024-01-09T18:00:00,299.15,Unknown Merchant,0
69b3e7fe-7624-4b07-90d8-350885aadac5,user_11,2024-01-16T17:00:00,211.59,Unknown Merchant,0
53bb4fc4-1ce2-47a2-ba64-cc7d32133626,user_3,2024-02-04T04:00:00,87.64,Amazon,0
80f685a7-a8a5-4d33-b7a7-f04e91e4fe0c,user_19,2024-03-21T23:00:00,180.78,Netflix,0
e8678fb0-120f-4666-b3a1-421f286a365c,user_13,2024-02-08T10:00:00,199.92,Apple Store,0
b3279aa5-f40b-4519-8152-8e24d373a5d0,user_10,2024-02-18T12:00:00,137.76,Walmart,0
e38b1aab-36cb-4c9c-bc21-7e7307553fca,user_7,2024-02-23T09:00:00,28.0,Target,0
aa11c1b2-44bf-4d30-94ab-fa7e3b5a3672,user_18,2024-01-07T09:00:00,40.57,Apple Store,0
8a19f37f-2faf-43a4-add2-4c25309ce214,user_2,2024-01-20T18:00:00,60.01,Unknown Merchant,0
345f79c4-cdb3-4e08-8079-6ec142e8176b,user_8,2024-03-19T20:00:00,19.15,Apple Store,0
8068710c-e12b-4cfa-bebb-8132cafa7159,user_7,2024-02-06T06:00:00,45.51,Target,0
7c2e9a26-42ed-4c73-bbec-b7a2a190ca36,user_5,2024-01-07T02:00:00,189.08,Starbucks,0
42303486-6f31-4a63-b3f0-4db9f79269f2,user_15,2024-02-28T18:00:00,57.4,Starbucks,0
508ed69b-92c9-4cc8-bdb7-8fe91061d96c,user_16,2024-02-07T08:00:00,3831.4,Unknown Merchant,1
813a79d0-ab9c-44eb-8f2c-3f930feee1ca,user_19,2024-02-20T02:00:00,124.42,Amazon,0
00faa6e5-32bb-4404-93d0-053bfed4863d,user_6,2024-02-10T03:00:00,94.32,Starbucks,0
5723f07b-d5c8-4790-a57f-1da51466c344,user_19,2024-02-07T04:00:00,129.53,Walmart,0
695d2334-7e9c-4f55-bfa5-b05c79b23982,user_14,2024-01-29T10:00:00,68.42,Target,0
a34757ed-dbac-4b0e-803a-4e433938cdb2,user_16,2024-01-25T14:00:00,2704.48,Unknown Merchant,1
5013a7e3-b549-4fb9-9535-484f2ab4628b,user_9,2024-01-28T14:00:00,85.18,PayPal,0
4175428d-8ef9-4df4-ab12-49758ba03c5d,user_16,2024-02-23T08:00:00,82.78,Starbucks,0
003d5618-649e-47ef-873b-b74b6e82d581,user_10,2024-02-07T09:00:00,248.23,Amazon,0
fdf376a1-befd-4136-8971-8e1ebd945562,user_20,2024-03-09T04:00:00,5263.93,Unknown Merchant,1
76cfb825-3c42-47d2-b3bb-f9ca79e3cc9f,user_8,2024-03-12T19:00:00,257.83,Walmart,0
37a40d12-332a-4dae-9e74-3d8849b75584,user_5,2024-02-12T12:00:00,208.2,Starbucks,0
d407aa08-aa4e-4145-ab1d-794e3497dc6f,user_16,2024-02-10T07:00:00,41.11,ATM Withdrawal,0
d0007e7a-0629-44c1-a0b6-6b07de448020,user_20,2024-02-13T08:00:00,133.15,Walmart,0
21e8e13c-0c36-4a57-9826-1e62b7919bee,user_14,2024-01-30T00:00:00,302.08,Amazon,0
9379d5b1-11e0-433b-8378-c092f2078ef4,user_10,2024-03-12T11:00:00,88.53,PayPal,0
2213f61c-6b99-403b-8f22-3787a52e79f3,user_11,2024-02-17T02:00:00,160.66,Shell Gas,0
